author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;year_of_construction;object_type;house_material_type;heating_type;finish_type;living_meters;kitchen_meters;phone;district;street;house_number;underground;residential_complex
Основа;developer;https://lyubertsy.cian.ru/sale/flat/308076127/;Люберцы;sale;flat;15;25;1;22.1;6751550;2025;-1;Монолитный;-1;Без отделки, предчистовая, черновая;14,6 м²;2,5 м²;+74951374135;;;;Лухмановская;Гоголь Парк ЖК
ИМПЕРИАЛ;real_estate_agent;https://lyubertsy.cian.ru/sale/flat/307013291/;Люберцы;sale;flat;2;4;-1;22.0;4070000;-1;-1;-1;-1;-1;19 м²;2 м²;+79660505731;;Октябрьский проспект;403;Панки;
ИМПЕРИАЛ;real_estate_agent;https://lyubertsy.cian.ru/sale/flat/308327643/;Люберцы;sale;flat;4;4;-1;15.2;3040000;-1;-1;-1;-1;-1;11,2 м²;2 м²;+79660505731;;Октябрьский проспект;403;Панки;
1-й ДСК;developer;https://lyubertsy.cian.ru/sale/flat/305886057/;Люберцы;sale;flat;20;25;1;24.6;8420580;2022;-1;Панельный, монолитный;-1;Предчистовая, чистовая;11,3 м²;-1;+74951377003;; Рождественская;6;Люберцы;1-й Лермонтовский
ЕГЦН-М;real_estate_agent;https://lyubertsy.cian.ru/sale/flat/308234859/;Люберцы;sale;flat;4;4;-1;15.2;3040000;-1;-1;-1;-1;-1;13 м²;2 м²;+79672496797;;Октябрьский проспект;403;Панки;
ID 123531971;homeowner;https://lyubertsy.cian.ru/sale/flat/308862024/;Люберцы;sale;flat;4;17;-1;27.8;5300000;2024;-1;-1;-1;-1;10,2 м²;7,4 м²;+79150245021;;проезд Некрасовский;13;Некрасовка;Люберцы
Основа;developer;https://lyubertsy.cian.ru/sale/flat/305885183/;Люберцы;sale;flat;11;25;1;27.2;7480000;2025;-1;Монолитный;-1;Без отделки, предчистовая, черновая;18,2 м²;4 м²;+74951374135;;;;Лухмановская;Гоголь Парк ЖК
MERSI;real_estate_agent;https://lyubertsy.cian.ru/sale/flat/307742078/;Люберцы;sale;flat;3;26;1;25.7;5100000;2023;-1;-1;-1;-1;12,9 м²;3,6 м²;+79660621004;; Солнечная;2;Люберцы;Облака 2.0
ИМПЕРИАЛ;real_estate_agent;https://lyubertsy.cian.ru/sale/flat/308875190/;Люберцы;sale;flat;4;4;-1;16.1;2906050;-1;-1;-1;-1;-1;13 м²;2 м²;+79660505731;;Октябрьский проспект;403;Панки;
1-й ДСК;developer;https://lyubertsy.cian.ru/sale/flat/299859091/;Люберцы;sale;flat;10;24;1;27.4;9135160;2023;-1;Панельный, монолитный;-1;Предчистовая, чистовая;11,2 м²;-1;+74951377003;; Рождественская;10;Люберцы;1-й Лермонтовский
Самолет плюс;real_estate_agent;https://lyubertsy.cian.ru/sale/flat/301043658/;Люберцы;sale;flat;10;17;1;28.0;5749000;-1;-1;-1;-1;-1;16 м²;7 м²;+79645659230;; Камова;12;Некрасовка;Люберцы 2017
ID 55859330;homeowner;https://lyubertsy.cian.ru/sale/flat/307359834/;Люберцы;sale;flat;8;25;1;23.2;7300000;2023;-1;-1;-1;-1;11 м²;6 м²;+79057130948;; Летчика Ларюшина;6;Котельники;Жулебино парк
САС;developer;https://lyubertsy.cian.ru/sale/flat/302230719/;Люберцы;sale;flat;2;12;-1;26.9;4976500;2026;-1;Монолитный;-1;Предчистовая;17,5 м²;-1;+74951375496;;;;Лухмановская;Апарт-комплекс ВЛЮБЕРЦЫ
ID 72467333;realtor;https://lyubertsy.cian.ru/sale/flat/308776165/;Люберцы;sale;flat;19;25;1;34.5;8550000;2018;-1;-1;-1;-1;-1;-1;+79653156020;; Юности;13к1;Лухмановская;Люберецкий
Елена Копылова;realtor;https://lyubertsy.cian.ru/sale/flat/306439018/;Люберцы;sale;flat;13;22;1;29.0;6600000;-1;-1;-1;-1;-1;20 м²;9 м²;+79169790474;;Юбилейная ;26;Котельники;Юбилейная 26
Самолет;developer;https://lyubertsy.cian.ru/sale/flat/308915155/;Люберцы;sale;flat;14;17;-1;27.1;4722961;2024;-1;Монолитный;-1;Без отделки, чистовая;10,2 м²;7,4 м²;+74951387164;;;к70;Некрасовка;Люберцы 2020 ЖК
CENTURY 21 Перспектива;real_estate_agent;https://lyubertsy.cian.ru/sale/flat/308705958/;Люберцы;sale;flat;24;25;1;20.0;6700000;2021;-1;-1;-1;-1;10 м²;4 м²;+79151136678;; Летчика Ларюшина;6к2;Котельники;Жулебино парк
Этажи Москва;real_estate_agent;https://lyubertsy.cian.ru/sale/flat/308827852/;Люберцы;sale;flat;3;16;-1;19.6;4399000;2024;-1;-1;-1;Без отделки;-1;2,7 м²;+79652687467;;Шоссейная ;42с3;Котельники;Liberty
Тройка РЭД;developer;https://lyubertsy.cian.ru/sale/flat/290783721/;Люберцы;sale;flat;14;25;1;25.4;7544995;2024;-1;Монолитный;-1;Без отделки, черновая, чистовая;-1;16,3 м²;+74997094195;; Солнечная;6;Жулебино;Облака 2.0
