author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;year_of_construction;object_type;house_material_type;heating_type;finish_type;living_meters;kitchen_meters;phone;district;street;house_number;underground;residential_complex
VESPER;developer;https://www.cian.ru/sale/flat/307211222/;Москва;sale;flat;8;9;1;57.6;117936000;2023;-1;Монолитный;-1;Без отделки, чистовая с мебелью;-1;-1;+74951387184;Тверской;1-я Тверская-Ямская ;2;Маяковская;Vesper Tverskaya
White and Broughton;real_estate_agent;https://www.cian.ru/sale/flat/299890518/;Москва;sale;flat;9;40;1;41.5;32000000;-1;-1;-1;-1;-1;23,4 м²;4,9 м²;+79646331510;Хорошевский;Ленинградский проспект;37/4;ЦСКА;Прайм Парк
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/sale/flat/308789447/;Москва;sale;flat;11;12;1;33.5;8000000;1972;-1;-1;-1;-1;17 м²;7 м²;+79163568699;Чертаново Южное;3-й Дорожный проезд;6К1;Улица Академика Янгеля;
Галс-Девелопмент;developer;https://www.cian.ru/sale/flat/306243017/;Москва;sale;flat;2;27;1;45.7;21798900;2026;-1;Монолитно-кирпичный;-1;Без отделки, чистовая;26,8 м²;7,8 м²;+74951387097;Басманный; Фридриха Энгельса;56С9;Бауманская;Дом 56
White and Broughton;real_estate_agent;https://www.cian.ru/sale/flat/301550653/;Москва;sale;flat;13;41;1;41.5;31000000;-1;-1;-1;-1;-1;23,4 м²;4,9 м²;+79646331510;Хорошевский;Ленинградский проспект;37/6;Аэропорт;Прайм Парк
ID 148596;homeowner;https://www.cian.ru/sale/flat/268629674/;Москва;sale;flat;10;10;1;38.5;11280000;1994;-1;-1;-1;-1;20,7 м²;8,4 м²;+79660479909;Выхино-Жулебино;Жулебинский бульвар;6/11;Лермонтовский проспект;
Главстрой;developer;https://www.cian.ru/sale/flat/296921064/;Москва;sale;flat;2;16;1;45.0;23274675;2024;-1;Монолитно-кирпичный;-1;Без отделки;16,4 м²;14,6 м²;+74951379308;Филевский парк;Береговой проезд;2;Фили;Береговой-2
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/303027445/;Москва;sale;flat;3;20;1;59.0;61800000;2023;-1;-1;-1;-1;39 м²;15 м²;+79057122519;Пресненский; Костикова;4к6;Улица 1905 года;Lucky
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/sale/flat/309028428/;Москва;sale;flat;9;14;1;38.5;7000000;1993;-1;-1;-1;-1;18 м²;8 м²;+79660549528;Крюково;Зеленоград;к1524;Зеленоград — Крюково;
VESPER;developer;https://www.cian.ru/sale/flat/306541560/;Москва;sale;flat;5;21;1;65.9;82172522;2023;-1;Монолитный;-1;Чистовая, чистовая с мебелью;18,8 м²;24,9 м²;+74951347641;Пресненский; Костикова;4к1;Улица 1905 года;Lucky
SUNRISE Estate;real_estate_agent;https://www.cian.ru/sale/flat/307810501/;Москва;sale;flat;75;95;1;57.0;47000000;2017;-1;-1;-1;-1;37 м²;10 м²;+79651079355;Пресненский;набережная Пресненская;12;Деловой центр;Башня Федерация
ФЛИП;real_estate_agent;https://www.cian.ru/sale/flat/308499820/;Москва;sale;flat;1;5;1;31.3;8400000;1966;-1;-1;-1;-1;17 м²;6,6 м²;+79623677324;Перово;Новогиреевская ;13;Перово;
MR Group;developer;https://www.cian.ru/sale/flat/300288196/;Москва;sale;flat;3;49;1;39.37;19037954;2025;-1;Монолитный;-1;Предчистовая, чистовая;12,8 м²;-1;+74951374843;Савеловский;;;Дмитровская;Симфония 34 ЖК
MR Group;developer;https://www.cian.ru/sale/flat/306611541/;Москва;sale;flat;2;59;1;30.4;;2028;-1;Монолитно-кирпичный;-1;Предчистовая;9,7 м²;-1;+74951370518;Можайский;;;Давыдково;Веер ЖК
Тимур Ярыш;realtor;https://www.cian.ru/sale/flat/305756213/;Москва;sale;flat;21;30;1;36.5;13000000;2024;-1;-1;-1;-1;9,7 м²;19,2 м²;+79651126238;Южнопортовый;Волгоградский проспект;32/5к2;Угрешская;Метрополия
ID 112609323;realtor;https://www.cian.ru/sale/flat/307205775/;Москва;sale;flat;4;6;1;59.35;101785250;2024;-1;-1;-1;Без отделки;48,9 м²;-1;+79645659386;Мещанский; Кузнецкий Мост;12/3С1;Кузнецкий мост;Kuznetsky Most 12 by Lalique
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/305267257/;Москва;sale;flat;5;5;1;25.7;7515745;-1;-1;-1;-1;-1;-1;6 м²;+79623605709;Соколиная гора;Медовый переулок;12;Электрозаводская;
